"nom_loc","cve_col","nom_col","viviendas_totales","poblacion_total","pctj_mujeres","pctj_hombres","pctj_menores18","pctj_adultos18_59","pctj_60ymas","escolaridad_años_prom","nivel_escolaridad_prom"
"Heroica Nogales","2604300011261","VILLA BONITA",490,1420,"50.4%","49.6%","27.5%","66.6%","5.9%",12.1,"Secundaria"
"Heroica Nogales","2604300011262","EL POZO",253,632,"51.8%","48.2%","25.6%","63.9%","10.4%",12.8,"Secundaria"
"Heroica Nogales","2604300011263","EL RODEO",44,105,"52.4%","47.6%","23.8%","50.5%","25.7%",12.7,"Secundaria"
"Heroica Nogales","2604300011264","LAS HUERTAS",15,34,"41.2%","58.8%","17.6%","58.8%","23.5%",12.1,"Secundaria"
"Heroica Nogales","2604300011265","LAS TORRES",188,574,"52.3%","47.7%","28%","63.9%","8%",9.5,"Secundaria"
"Heroica Nogales","2604300011266","JARDINES DE LA MONTAÑA",1264,3550,"50.7%","49.3%","35.3%","58.3%","6.3%",9.8,"Secundaria"
"Heroica Nogales","2604300011267","CONJUNTO JARDIN",645,2286,"50.7%","49.3%","31.9%","65.6%","2.5%",11.1,"Secundaria"
"Heroica Nogales","2604300011268","FRACCIONAMIENTO SANTA FE",289,887,"54.5%","45.5%","35.2%","58.5%","6.3%",10.9,"Secundaria"
"Heroica Nogales","2604300011269","BOSQUE DE NOGALES",232,701,"50.1%","49.9%","27.1%","61.9%","11%",9.9,"Secundaria"
"Heroica Nogales","2604300011270","CALIFORNIA",204,574,"53.5%","46.5%","30%","62.5%","7.5%",12.9,"Secundaria"
"Heroica Nogales","2604300011271","NUEVO NOGALES",2320,7034,"51.1%","48.9%","26.8%","62.4%","10.8%",11.2,"Secundaria"
"Heroica Nogales","2604300011272","LAS TERRAZAS",674,2039,"51.6%","48.4%","26.7%","66.3%","7%",11.5,"Secundaria"
"Heroica Nogales","2604300011273","LOMA LINDA",591,1814,"51.9%","48.1%","33.4%","62.4%","4.2%",11.6,"Secundaria"
"Heroica Nogales","2604300011274","CASA BLANCA",204,641,"50.4%","49.6%","35.7%","60.5%","3.7%",14.1,"Preparatoria"
"Heroica Nogales","2604300011275","PARQUE INDUSTRIAL NUEVO NOGALES",1,1,NA,NA,NA,NA,NA,NA,NA
"Heroica Nogales","2604300011277","COLINAS DEL SUR",499,1545,"50.7%","49.3%","33.7%","63.8%","2.5%",11.3,"Secundaria"
"Heroica Nogales","2604300011280","COLINAS DEL SOL",850,2441,"50.4%","49.6%","36.5%","59.3%","4.2%",9.3,"Secundaria"
"Heroica Nogales","2604300011281","ROSARITO 2",525,1676,"47.9%","52.1%","36.3%","59.4%","4.2%",8.9,"Primaria"
"Heroica Nogales","2604300011282","ROSARITO",229,656,"50%","50%","30.6%","57.9%","11.4%",8.4,"Primaria"
"Heroica Nogales","2604300011285","ZARAGOZA",184,604,"50.1%","49.9%","31.5%","60.3%","8.3%",9.4,"Secundaria"
"Heroica Nogales","2604300011288","LOMAS DE NOGALES 2",152,460,"50.9%","49.1%","27.6%","57.4%","15%",9.6,"Secundaria"
"Heroica Nogales","2604300011294","EL GRECO",7,6,NA,NA,NA,NA,NA,NA,NA
"Heroica Nogales","2604300011314","LOS OLIVOS",240,588,"53.6%","46.4%","24.7%","53.7%","21.6%",12.7,"Secundaria"
"Heroica Nogales","2604300011317","VILLA GUADALUPE",238,766,"52.3%","47.7%","27.3%","63.4%","9.3%",12.6,"Secundaria"
"Heroica Nogales","2604300011323","SEGURO SOCIAL",325,1106,"52.1%","47.9%","32.1%","60.2%","7.7%",9.6,"Secundaria"
"Heroica Nogales","2604300011335","SAN ALBERTO",62,168,"51.8%","48.2%","36.3%","60.7%","3%",12.1,"Secundaria"
"Heroica Nogales","2604300011337","VALLE DEL MEDITERRANEO",54,185,"53%","47%","33%","65.4%","1.6%",12.9,"Secundaria"
"Heroica Nogales","2604300011338","RESIDENCIAL EL GRECO",182,650,"52.8%","47.2%","33.7%","58.3%","8%",13.6,"Preparatoria"
"Heroica Nogales","2604300011340","PASEO PRIVADA RESIDENCIAL",85,235,"49.4%","50.6%","28.5%","64.3%","7.2%",11.2,"Secundaria"
"Heroica Nogales","2604300011903","LAS HACIENDAS",387,1185,"48.3%","51.7%","35%","63.2%","1.8%",10.5,"Secundaria"
"Heroica Nogales","2604300011908","LOS ANGELES",575,1930,"49.5%","50.5%","35.8%","62.2%","2%",11.2,"Secundaria"
"Heroica Nogales","2604300011909","SAN ANTONIO",8,0,NA,NA,NA,NA,NA,NA,NA
"Heroica Nogales","2604300011935","VISTAS DEL SUR 2",182,597,"50.1%","49.9%","38.4%","56.4%","5.2%",12,"Secundaria"
"Heroica Nogales","2604300011936","VISTAS DEL SUR",68,222,"51.4%","48.6%","34.7%","61.7%","3.6%",13.8,"Preparatoria"
"Heroica Nogales","2604300011937","EL CONQUISTADOR",118,369,"49.6%","50.4%","36.3%","61.5%","2.2%",14.9,"Preparatoria"
"Heroica Nogales","2604300011956","RESIDENCIAL LOS CEDROS",232,589,"51.5%","48.5%","30.2%","66.4%","3.4%",12.5,"Secundaria"
"Heroica Nogales","2604300011965","VALLE DEL MARQUEZ",299,925,"49.3%","50.7%","34.3%","61.8%","3.9%",12.4,"Secundaria"
"Heroica Nogales","2604300011966","LAS MURALLAS",186,568,"45.1%","54.9%","38.2%","57.2%","4.6%",10,"Secundaria"
"Heroica Nogales","2604300011970","VILLA SONORA",1080,3115,"51%","49%","24.1%","52.2%","23.7%",11.2,"Secundaria"
"Heroica Nogales","2604300012045","LAS HACIENDAS 2",957,2964,"49.6%","50.4%","36.8%","61.7%","1.5%",10.7,"Secundaria"
"Heroica Nogales","2604300012049","EL MIRADOR",694,2290,"52.4%","47.6%","38.6%","59.5%","1.9%",11.8,"Secundaria"
"Heroica Nogales","2604300012051","PROLONGACION DEL VALLE",965,2880,"50.3%","49.7%","30.2%","59.7%","10.1%",9.8,"Secundaria"
"Heroica Nogales","2604300012096","SAN CLEMENTE",43,81,"51.9%","48.1%","29.6%","58%","12.3%",12.1,"Secundaria"
"Heroica Nogales","2604300012102","BENITO JUAREZ",849,2714,"49.4%","50.6%","33.1%","59.4%","7.4%",9.4,"Secundaria"
"Heroica Nogales","2604300012103","RESIDENCIAL LOS PINOS",115,290,"50.7%","49.3%","27.6%","58.3%","14.1%",13.2,"Preparatoria"
"Heroica Nogales","2604300012105","BELLOTAS (MAPLES)",187,540,"47.5%","52.5%","35.4%","57%","7.6%",9.7,"Secundaria"
"Heroica Nogales","2604300012106","EMBARCADERO",789,2005,"50.6%","49.4%","28.5%","56.7%","14.9%",9,"Secundaria"
"Heroica Nogales","2604300012107","ARTICULO 27",755,2155,"51.4%","48.6%","30.3%","59.3%","10.5%",9.7,"Secundaria"
"Heroica Nogales","2604300012108","MUNICIPAL",713,1728,"50.7%","49.3%","26.9%","55.8%","17.3%",10.1,"Secundaria"
"Heroica Nogales","2604300012127","HERMANOS FLORES MAGON",945,3040,"49.4%","50.6%","34.3%","61.3%","4.4%",9.9,"Secundaria"
"Heroica Nogales","2604300012128","JARDINES DEL BOSQUE",951,2587,"51.8%","48.2%","28.8%","63.3%","8%",11.6,"Secundaria"
"Heroica Nogales","2604300012129","REAL DEL ARCO",225,592,"54.6%","45.4%","21.3%","66.2%","12.5%",13,"Preparatoria"
"Heroica Nogales","2604300012137","SANTA FE",269,750,"48.7%","51.3%","30.4%","64.7%","4.9%",10.1,"Secundaria"
"Heroica Nogales","2604300012145","BELLA VISTA (PUEBLO NUEVO)",853,2791,"49.7%","50.3%","34.5%","57.4%","8.1%",8.8,"Primaria"
"Heroica Nogales","2604300012146","LOMAS DEL SOL",1006,3038,"50.9%","49.1%","38.1%","59.8%","2%",9.9,"Secundaria"
"Heroica Nogales","2604300012148","ALTAMIRA",743,1785,"49.4%","50.6%","25.3%","56.5%","18.2%",10.3,"Secundaria"
"Heroica Nogales","2604300012191","TORRALBA",258,763,"52%","48%","36.8%","60.9%","2.2%",13.6,"Preparatoria"
"Heroica Nogales","2604300012192","SAN SEBASTIAN",229,671,"49.2%","50.8%","37.7%","57.4%","4.9%",14.5,"Preparatoria"
"Heroica Nogales","2604300012195","PIMA II",362,954,"51.9%","48.1%","33.1%","55.1%","11.7%",9.8,"Secundaria"
"Heroica Nogales","2604300012201","DEL YAQUI",169,464,"48.3%","51.7%","25.4%","71.6%","3%",11.2,"Secundaria"
"Heroica Nogales","2604300012202","COLINAS DEL YAQUI",543,1545,"50.8%","49.2%","28%","65.8%","6.2%",11.7,"Secundaria"
"Heroica Nogales","2604300012296","TERRANOVA",340,971,"46.2%","53.8%","37.4%","61.7%","0.9%",14.8,"Preparatoria"
"Heroica Nogales","2604300012302","DIANA LAURA RIOJAS",325,976,"49.1%","50.9%","28.7%","64.7%","6.7%",9.3,"Secundaria"
"Heroica Nogales","2604300012318","LAS CHOLLAS",781,2513,"51.7%","48.3%","38.1%","59.1%","2.8%",9.6,"Secundaria"
"Heroica Nogales","2604300012319","LOS BOSQUES",956,2896,"51.3%","48.7%","39.2%","58.3%","2.5%",9.7,"Secundaria"
"Heroica Nogales","2604300012320","LOS ARROYOS",466,1298,"49.4%","50.6%","36.1%","59.7%","4.2%",9.7,"Secundaria"
"Heroica Nogales","2604300012321","LA MESA",2275,6417,"49.3%","50.7%","37.3%","60.4%","2.4%",9.9,"Secundaria"
"Heroica Nogales","2604300012322","FLORES MAGON NORTE",293,968,"51%","49%","41.8%","52.9%","5.3%",9.3,"Secundaria"
"Heroica Nogales","2604300012341","SECTOR LAS TINAJAS",18,70,"45.7%","54.3%","34.3%","57.1%","8.6%",10.8,"Secundaria"
"Heroica Nogales","2604300012352","LUIS DONALDO COLOSIO",4778,14766,"48.7%","51.3%","35.5%","58.9%","5.6%",9.6,"Secundaria"
"Heroica Nogales","2604300016284","LOS CORRALES",354,1188,"49.9%","50.1%","36.6%","60.7%","2.7%",10.6,"Secundaria"
"Heroica Nogales","2604300016301","VILLA DE MONARCA",150,441,"51.2%","48.8%","36.7%","60.1%","3.2%",14.5,"Preparatoria"
"Heroica Nogales","2604300016314","PUEBLITOS",1266,3962,"50.9%","49.1%","39.4%","59.4%","1.3%",10.9,"Secundaria"
"Heroica Nogales","2604300016338","LAS PITAYAS",395,1164,"51.8%","48.2%","40.6%","56%","3.4%",9.7,"Secundaria"
"Heroica Nogales","2604300016352","LAZARO CARDENAS",154,458,"49.1%","50.9%","29.9%","56.1%","14%",8.7,"Primaria"
"Heroica Nogales","2604300016353","PASEOS DE CHULAVISTA",252,817,"51.3%","48.7%","32.8%","60.2%","7%",14.2,"Preparatoria"
"Heroica Nogales","2604300016364","FUENTE DE PIEDRA",470,1528,"50.1%","49.9%","36.5%","62.6%","0.9%",13.9,"Preparatoria"
"Heroica Nogales","2604300016368","MISION DE ANZA",1332,4232,"50.6%","49.4%","38.9%","59.4%","1.7%",10.2,"Secundaria"
"Heroica Nogales","2604300016374","LAS ACACIAS",1401,4180,"50.8%","49.2%","39.3%","60.4%","0.4%",11.2,"Secundaria"
"Heroica Nogales","2604300016380","CUMBRES DEL MEDITERRANEO",383,1189,"50.8%","49.2%","33.9%","61.6%","4.5%",11.3,"Secundaria"
"Heroica Nogales","2604300016394","SAN MIGUEL",4104,13259,"49.5%","50.5%","36.9%","60.6%","2.5%",10.9,"Secundaria"
"Heroica Nogales","2604300016429","ROMANZA",706,2015,"50.5%","49.5%","40.6%","59.3%","0.1%",10.6,"Secundaria"
"Heroica Nogales","2604300016440","FRACCIONAMIENTO BARCELONA PRIVADA RESIDENCIAL",173,511,"50.1%","49.9%","35.8%","62.8%","1.4%",14.1,"Preparatoria"
"Heroica Nogales","2604300016459","PUEBLO NUEVO",780,2361,"49.7%","50.3%","31.6%","58.9%","9.5%",9.6,"Secundaria"
"Heroica Nogales","2604300016460","RESIDENCIAL ALEGRANZA",173,570,"50.4%","49.6%","41.4%","57.7%","0.9%",10.6,"Secundaria"
"Heroica Nogales","2604300016471","RESIDENCIAL PORTOFINO",96,241,"50.8%","49.2%","36.5%","60.6%","2.9%",14.5,"Preparatoria"
"Heroica Nogales","2604300016488","LAS ASTURIAS",515,1532,"49%","51%","37%","62%","1%",10.9,"Secundaria"
"Heroica Nogales","2604300016495","LOS ALAMOS",468,1489,"49.1%","50.9%","32.4%","58.9%","8.7%",10.2,"Secundaria"
"Heroica Nogales","2604300016496","ALAMEDA RESIDENCIAL",206,571,"46.1%","53.9%","35.4%","63.4%","1.2%",12.4,"Secundaria"
"Heroica Nogales","2604300016499","LISBOA RESIDENCIAL",110,312,"49%","51%","31.7%","64.7%","3.5%",13.8,"Preparatoria"
"Heroica Nogales","2604300016533","FRACCIONAMIENTOS LOS ALTOS",118,194,"51%","49%","26.3%","73.7%","0%",13.8,"Preparatoria"
"Heroica Nogales","2604300016535","RESIDENCIAL TERUEL",105,218,"50%","50%","27.5%","72.5%","0%",14.2,"Preparatoria"
"Heroica Nogales","2604300016541","MARIPOSAS",10,28,"47.6%","52.4%","60.7%","28.6%","10.7%",9.2,"Secundaria"
"Heroica Nogales","2604300016586","SABINOS RESIDENCIAL",209,473,"49%","51%","40.2%","59.8%","0%",10.4,"Secundaria"
"Heroica Nogales","2604300016598","SERENA RESIDENCIAL",126,134,"48.4%","51.6%","44.8%","55.2%","0%",11.2,"Secundaria"
"Heroica Nogales","2604300016599","FRACCIONAMIENTO MONTEBELLO",48,138,"50.7%","49.3%","34.1%","63%","2.9%",14.7,"Preparatoria"
"Heroica Nogales","2604300016647","CERRADA CADIX",0,0,NA,NA,NA,NA,NA,NA,NA
"Heroica Nogales","2604300016648","LOMAS DE ANZA",2267,6922,"51.3%","48.7%","38.1%","59.6%","2.2%",10,"Secundaria"
"Heroica Nogales","2604300016728","SIGLO XX1",9,2,NA,NA,NA,NA,NA,NA,NA
"Heroica Nogales","2604300016729","RECINTO FISCALIZADO",1,0,NA,NA,NA,NA,NA,NA,NA
"Heroica Nogales","2604300016732","LOS VIRREYES",621,1846,"50.5%","49.5%","27.6%","58.6%","13.8%",10.8,"Secundaria"
"Heroica Nogales","2604300016767","MONARCA RESIDENCIAL",517,1539,"50.7%","49.3%","36.3%","61.5%","2.1%",14.6,"Preparatoria"
"Heroica Nogales","2604300016775","PARQUE INDUSTRIAL SIN FRONTERAS",0,0,NA,NA,NA,NA,NA,NA,NA
"Heroica Nogales","2604300016789","MONTERREGIO",52,141,"51.8%","48.2%","34.8%","62.4%","2.8%",15.3,"Licenciatura"
"Heroica Nogales","2604300016814","BELIZARIO DOMINGUEZ",245,853,"51%","49%","35.8%","53.6%","10.7%",9.1,"Secundaria"
"Heroica Nogales","2604300016815","EL CANELO",63,182,"45.9%","54.1%","26.9%","64.3%","8.8%",12,"Secundaria"
"Heroica Nogales","2604300016816","KINO",100,260,"52.3%","47.7%","26.5%","60.8%","12.7%",10.5,"Secundaria"
"Heroica Nogales","2604300016817","LOMAS DE NOGALES I",137,369,"48.5%","51.5%","28.7%","56.6%","14.6%",9.7,"Secundaria"
"Heroica Nogales","2604300016818","FERROCARRILERA",466,1243,"48.4%","51.6%","25.7%","60.9%","13.4%",9.8,"Secundaria"
"Ónavas","260440001457","ONAVAS",175,350,"50.6%","49.4%","45.4%","34.3%","20.3%",7.1,"Primaria"
"Opodepe","260450001247","CENTRO",218,295,"46.2%","53.8%","50.8%","28.8%","20.3%",8.3,"Primaria"
"Oquitoa","2604600016480","LOS RESIDENTES",74,195,"51.1%","48.9%","37.4%","54.9%","7.7%",10.3,"Secundaria"
"Oquitoa","260460001977","CENTRO",126,279,"57.7%","42.3%","20.1%","51.3%","28.7%",9.8,"Secundaria"
"Pitiquito","260470001958","CENTRO",291,716,"52.2%","47.8%","27.4%","54.1%","18.6%",10.5,"Secundaria"
"Pitiquito","260470001960","ZARAGOZA",264,710,"51.5%","48.5%","27.7%","50%","22.3%",9.8,"Secundaria"
"Pitiquito","260470001962","INFONAVIT - SAN DIEGO",720,2092,"50.9%","49.1%","30.8%","59.5%","9.7%",9.7,"Secundaria"
"Pitiquito","260470001963","LAS PILAS",508,1447,"49.9%","50.1%","30.9%","55%","14.1%",8.9,"Primaria"
"Pitiquito","260470001964","LUZ MOLINA",76,146,"43.5%","56.5%","27.4%","50.7%","21.9%",8.9,"Primaria"
"Puerto Libertad","2604700651191","PUERTO LIBERTAD",1131,2750,"47.2%","52.8%","37.4%","56.9%","5.7%",9.8,"Secundaria"
"Puerto Peñasco","2604800016661","BRISAS DEL MAR",292,714,"49.2%","50.8%","52.4%","45.5%","2.1%",8.2,"Primaria"
"Puerto Peñasco","2604800016662","4 DE MARZO",119,321,"47.7%","52.3%","36.8%","55.1%","8.1%",7.6,"Primaria"
"Puerto Peñasco","2604800016663","ESPACIOS GIVA",31,77,"46.8%","53.2%","39%","61%","0%",9.5,"Secundaria"
"Puerto Peñasco","2604800016664","RESIDENCIAL MEDITERRANEO",82,253,"45.1%","54.9%","37.2%","59.3%","3.6%",9.7,"Secundaria"
"Puerto Peñasco","2604800016665","RESIDENCIAL SAHUARO",96,252,"49.2%","50.8%","37.3%","61.1%","1.6%",10.4,"Secundaria"
"Puerto Peñasco","2604800016666","NUEVA ESPERANZA",2204,5914,"49.6%","50.4%","38%","58.9%","3.1%",9.4,"Secundaria"
"Puerto Peñasco","2604800016667","NUEVA",952,2557,"49.3%","50.7%","34.2%","62.2%","3.6%",9,"Secundaria"
"Puerto Peñasco","2604800016668","OBRERA",876,2399,"50%","50%","36.6%","59.2%","4.2%",8.9,"Primaria"
"Puerto Peñasco","2604800016669","BELLA VISTA",197,151,"50%","50%","41.7%","51.7%","6.6%",11,"Secundaria"
"Puerto Peñasco","2604800016670","DIAMOND VILLAGE",16,0,NA,NA,NA,NA,NA,NA,NA
"Puerto Peñasco","2604800016671","CONDOMINIOS SONORAN SKY",3,0,NA,NA,NA,NA,NA,NA,NA
"Puerto Peñasco","2604800016672","CONDOMINIOS PUERTA PRIVADA",0,0,NA,NA,NA,NA,NA,NA,NA
"Puerto Peñasco","2604800016673","CONDOMINIOS LAS PALOMAS",0,0,NA,NA,NA,NA,NA,NA,NA
"Puerto Peñasco","2604800016674","CONDOMINIOS COSTA DIAMANTE",48,0,NA,NA,NA,NA,NA,NA,NA
"Puerto Peñasco","2604800016675","CONDOMINIOS CASA BLANCA",130,0,NA,NA,NA,NA,NA,NA,NA
"Puerto Peñasco","2604800016676","CONDOMINIOS PRINCESA DE PEÑASCO",0,0,NA,NA,NA,NA,NA,NA,NA
"Puerto Peñasco","2604800016678","CONDOMINIOS ESMERALDA RESORT",52,0,NA,NA,NA,NA,NA,NA,NA
"Puerto Peñasco","2604800016680","CONDOMINIOS BELLA SIRENA",0,0,NA,NA,NA,NA,NA,NA,NA
"Puerto Peñasco","2604800016681","CONDOMINIOS LAS PALMAS",0,0,NA,NA,NA,NA,NA,NA,NA
"Puerto Peñasco","2604800016683","EL PUERTO",115,133,"48.5%","51.5%","39.1%","45.1%","15.8%",12.1,"Secundaria"
"Puerto Peñasco","2604800016684","FERROCARRILERO",884,2014,"47.3%","52.7%","28.8%","56.1%","15.1%",9.2,"Secundaria"
"Puerto Peñasco","2604800016685","RECINTO PORTUARIO",3,2,NA,NA,NA,NA,NA,NA,NA
"Puerto Peñasco","2604800016686","LA HERRADURA",128,373,"52.5%","47.5%","33.5%","60.3%","6.2%",9.9,"Secundaria"
"Puerto Peñasco","2604800016687","INFONAVIT",143,390,"51.3%","48.7%","24.1%","56.2%","19.7%",9.9,"Secundaria"
"Puerto Peñasco","2604800016688","JOSE LOPEZ PORTILLO",2599,5965,"49.8%","50.2%","30.2%","60%","9.8%",9.9,"Secundaria"
"Puerto Peñasco","2604800016690","CENTRO",1183,2438,"50%","50%","26.6%","54.6%","18.8%",10.7,"Secundaria"
"Puerto Peñasco","2604800016691","PEÑASCO",375,751,"49%","51%","24.2%","55.1%","20.6%",11.9,"Secundaria"
"Puerto Peñasco","2604800016692","EL CARCAMO",226,554,"50.5%","49.5%","28.5%","58.5%","13%",9.5,"Secundaria"
"Puerto Peñasco","2604800016693","LA TERMOELECTRICA",221,549,"49.9%","50.1%","29.9%","52.6%","17.5%",9.7,"Secundaria"
"Puerto Peñasco","2604800016694","RESIDENCIAL LOS AGAVES",33,1,NA,NA,NA,NA,NA,NA,NA
"Puerto Peñasco","2604800016695","LAGOS Y RIOS",101,210,"51.7%","48.3%","31.9%","64.3%","3.8%",12.1,"Secundaria"
"Puerto Peñasco","2604800016696","NUEVA AURORA",193,364,"47.3%","52.7%","43.1%","56%","0.8%",12.9,"Secundaria"
"Puerto Peñasco","2604800016698","MARIPOSA RESIDENCIAL",66,165,"44.2%","55.8%","37.6%","52.7%","9.7%",12.8,"Secundaria"
"Puerto Peñasco","2604800016701","LA DEPORTIVA",275,562,"51.2%","48.8%","25.4%","56.9%","17.6%",10.3,"Secundaria"
"Puerto Peñasco","2604800016702","ORIENTE",1767,3771,"48.9%","51.1%","26%","55.4%","18.6%",9.9,"Secundaria"
"Puerto Peñasco","2604800016704","CONDOMINIOS SAN CLEMENTE",25,20,"65%","35%","35%","50%","15%",15.2,"Licenciatura"
"Puerto Peñasco","2604800016705","PRIVADA RESIDENCIAL VISTA DE ORO",79,29,"53.8%","46.2%","6.9%","41.4%","51.7%",13.4,"Preparatoria"
"Puerto Peñasco","2604800016706","BENITO JUAREZ",1116,1138,"50.2%","49.8%","34.6%","54.5%","10.9%",11.3,"Secundaria"
"Puerto Peñasco","2604800016709","RESIDENCIAL PROVIDENCIA",33,67,"55.2%","44.8%","38.8%","56.7%","4.5%",12.2,"Secundaria"
"Puerto Peñasco","2604800016710","BRISAS DEL GOLFO",1998,4478,"49.7%","50.3%","36.6%","60.7%","2.8%",11.8,"Secundaria"
"Puerto Peñasco","2604800016711","LUIS DONALDO COLOSIO",1882,4160,"50.9%","49.1%","32.6%","61%","6.4%",10.2,"Secundaria"
"Puerto Peñasco","2604800016712","JOSEFA ORTIZ DE DOMINGUEZ",1897,4914,"49.3%","50.7%","30.3%","63%","6.8%",9.8,"Secundaria"
"Puerto Peñasco","2604800016713","BOSQUES DE SAN RAFAEL",121,136,"44.1%","55.9%","37.5%","62.5%","0%",9,"Secundaria"
"Puerto Peñasco","2604800016714","CONDOMINIOS CORONADO",45,55,"56.4%","43.6%","47.3%","52.7%","0%",11.9,"Secundaria"
"Puerto Peñasco","2604800016715","LAS DUNAS II",146,427,"48.2%","51.8%","41.2%","56.9%","1.9%",9.6,"Secundaria"
"Puerto Peñasco","2604800016716","LAS DUNAS I",69,182,"52%","48%","41.8%","58.2%","0%",10.5,"Secundaria"
"Puerto Peñasco","2604800016717","VILLA BONITA",58,148,"48.6%","51.4%","43.2%","56.8%","0%",10,"Secundaria"
"Puerto Peñasco","2604800016718","SAN RAFAEL",2087,5166,"50.1%","49.9%","49.1%","49.9%","1%",9.4,"Secundaria"
"Puerto Peñasco","2604800016719","NUEVO PEÑASCO",2281,5960,"50%","50%","39.8%","57.9%","2.3%",9.4,"Secundaria"
"Puerto Peñasco","2604800016720","SAN RAFAEL (EL CHOYAL)",1050,2860,"49.1%","50.9%","40.3%","57.4%","2.3%",8.2,"Primaria"
"Puerto Peñasco","2604800016721","VILLAS DE ALTAR II",135,385,"48.3%","51.7%","37.4%","60.5%","2.1%",9.5,"Secundaria"
"Puerto Peñasco","2604800016724","VILLAS DE ALTAR",318,846,"50.4%","49.6%","41.1%","57.2%","1.7%",9.9,"Secundaria"
"Puerto Peñasco","2604800016725","VILLAS DE ALTAR III",78,223,"51.6%","48.4%","38.6%","59.6%","1.8%",8.9,"Primaria"
"Quiriego","2604900016489","QUIRIEGO",499,1296,"50%","50%","39.9%","47.4%","12.7%",7.9,"Primaria"
"Rayón","2605000011001","EL BAJIO",111,165,"40.5%","59.5%","46.1%","29.1%","24.8%",8.8,"Primaria"
"Rayón","2605000011010","LAS LOMAS",152,289,"43.4%","56.6%","34.3%","49.1%","16.6%",7.8,"Primaria"
"Rayón","2605000016226","LA COLONIA",385,672,"47.5%","52.5%","32.6%","46.1%","21.3%",7.7,"Primaria"
"Rayón","2605000016233","VIVAH SEDESON",28,42,"43.6%","56.4%","42.9%","42.9%","14.3%",7.8,"Primaria"
"Rayón","260500001998","CENTRO",74,105,"54.3%","45.7%","28.6%","27.6%","43.8%",8.5,"Primaria"
"Rosario","260510001462","ROSARIO DE TESOPACO",1189,2921,"49.9%","50.1%","38.4%","46.3%","15.3%",7.6,"Primaria"
"Sahuaripa","2605200012029","LAS TRINCHERAS",5,15,"40%","60%","46.7%","53.3%","0%",9.2,"Secundaria"
"Sahuaripa","260520001443","SAHUARIPA",1320,2760,"50.2%","49.8%","31.7%","49.6%","18.7%",9.1,"Secundaria"
"Sahuaripa","2605200016295","RICARDO DURAN",0,0,NA,NA,NA,NA,NA,NA,NA
"Sahuaripa","2605200016302","ATARDECERES",154,381,"49%","51%","34.9%","59.8%","5.2%",8.3,"Primaria"
"Sahuaripa","2605200016325","GERMAN PABLO",184,402,"49.7%","50.3%","28.9%","54.7%","16.4%",8.5,"Primaria"
"San Felipe de Jesús","2605300012277","24 DE JUNIO",81,100,"45.8%","54.2%","56%","44%","0%",9.6,"Secundaria"
"San Felipe de Jesús","2605300012280","3 DE MAYO",44,54,"46.9%","53.1%","51.9%","33.3%","14.8%",8.5,"Primaria"
"San Felipe de Jesús","260530001622","10 DE MAYO",71,96,"45.8%","54.2%","55.2%","41.7%","3.1%",9.7,"Secundaria"
"San Felipe de Jesús","260530001624","5 DE FEBRERO",85,116,"48.5%","51.5%","33.6%","35.3%","31%",9.5,"Secundaria"
"San Javier","260540001455","SAN JAVIER",218,523,"46.4%","53.6%","40.2%","50.5%","9.4%",8.9,"Primaria"
"San Luis Río Colorado","260550001100","BUROCRATA",3881,10251,"50.7%","49.3%","27.1%","57.9%","15%",10.9,"Secundaria"
"San Luis Río Colorado","2605500011016","TOPAHUE",1090,3242,"49.4%","50.6%","44%","51.2%","4.8%",8.2,"Primaria"
"San Luis Río Colorado","2605500011035","PARQUE INDUSTRIAL",13,12,NA,NA,NA,NA,NA,NA,NA
"San Luis Río Colorado","260550001104","10 DE ABRIL",1871,5509,"49%","51%","30.2%","60.1%","9.7%",9.4,"Secundaria"
"San Luis Río Colorado","260550001106","PROGRESO",2263,6241,"49.9%","50.1%","30.9%","62.4%","6.7%",9.6,"Secundaria"
"San Luis Río Colorado","2605500011069","NUEVA PALMIRA (COLONIA NUEVA)",514,1484,"50.9%","49.1%","38.4%","59.3%","2.3%",10.3,"Secundaria"
"San Luis Río Colorado","2605500011070","PARAISO DEL BOSQUE",101,326,"50.3%","49.7%","35.3%","62.6%","2.1%",10.5,"Secundaria"
"San Luis Río Colorado","2605500011071","VILLA COLONIAL",547,1642,"52.1%","47.9%","31%","66.1%","2.9%",11.3,"Secundaria"
"San Luis Río Colorado","2605500011072","NUEVO SAN LUIS",650,2060,"51.4%","48.6%","34.7%","61.3%","4.1%",10.5,"Secundaria"
